"total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","distance","instrument","treat","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other","respond","total_expenditure_obs"
2500,2000,0,48,NA,1,2,5,0,NA,0,0,0,0,3,0,4,4,2,4,3.2,2,50,NA,1,0,3.2,0,60,0,0,0,1,50,1,1,FALSE,NA,NA,NA,1120,NA,NA,NA,2,2,0,2,2,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,52,NA,1,2,5,0,NA,0,0,0,0,3,0,3,3,4,3,3,2,100,NA,1,0,3.4,0,60,0,0,0,1,50,0,0,FALSE,NA,NA,NA,1119,NA,NA,NA,2,2,0,2,0,12,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
10000,5000,0,52,NA,1,2,2,0,0,0,0,1,0.12,3.33333333333333,0,4,4,2,2,2.8,3,150,NA,1,1,3.4,0.1,30,1,0,0,1,33,0,1,TRUE,NA,NA,NA,1119,NA,NA,NA,2,2,1,1,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
3000,2500,0,24,NA,1,2,4,0,NA,0,0,0,0,3.16666666666667,2.28571428571429,4,4,4,4,3.4,2,100,NA,1,0,3.2,0,60,0,0,0,1,35,0,0,TRUE,NA,NA,NA,1120,NA,NA,NA,2,2,0,2,3,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,48,NA,1,2,5,0,NA,0,0,0,0,2.66666666666667,2.42857142857143,4,4,4,2,3.2,2,209,NA,1,0,3.6,0.1,60,0,0,0,1,50,1,1,FALSE,NA,NA,NA,1120,NA,NA,NA,2,2,0,2,0,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2500,2500,0,0,NA,0,0,0,0,NA,0,0,0,0,2.5,0,4,4,4,4,3.6,2,120,NA,0,0,4,0.1,60,0,0,0,1,40,0,0,FALSE,NA,NA,NA,1119,NA,NA,NA,2,2,0,1,0,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
10000,6000,0,54,0,1,2,2,0,0,0,0,2,6,3.33333333333333,3,2,4,5,5,3.6,4,300,NA,1,1,3.2,0.3,25,1,1,0,1,60,1,1,FALSE,NA,5,7.33333333333333,1119,7.33333333333333,6.66666666666667,7.66666666666667,2,2,0,1,1,14,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
8000,5000,0,50,0,1,1,2,0,0,0,0,3,14,2.83333333333333,1.85714285714286,4,4,4,4,4,4,150,NA,0,1,4.2,0.2,35,1,1,0,1,55,0,1,FALSE,NA,4,12,1120,12,5.66666666666667,5,2,2,0,1,1,11,0,0,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2500,0,54,0,1,1,3,0,0.333333333333333,0,0,6,8,3.83333333333333,0,4,4,4,4,4,3,50,NA,0,0,3.4,0,34,1,1,1,0,30,0,1,FALSE,10,5,7.33333333333333,1046,7.33333333333333,7,7,6,1,0,2,2,12,0,0,0,0,0,2,NA,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3000
2000,2000,0,56,0,1,2,2,0,0,0,0,5,2,4.83333333333333,0,4,3,4,2,3,3,100,NA,0,0,3.2,0,28,1,1,1,0,25,0,1,FALSE,15,2,7.33333333333333,1046,7.33333333333333,7.66666666666667,6.66666666666667,8,2,0,3,3,13,0,0,0,0,0,0,NA,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2000
2500,2200,0,0,NA,0,0,0,0,0.333333333333333,0,0,2,2,2.5,2,4,4,4,4,3.6,5,100,NA,0,0,3,0.1,60,0,0,0,1,30,0,0,FALSE,30,NA,NA,1046,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500
10000,7000,1500,852,0,1,2,4,0,0.666666666666667,0,0,6,2.15,4,2,4,2,4,4,3.2,4,300,NA,1,1,3.2,0.2,25,1,1,0,1,35,0,1,FALSE,30,5,7.33333333333333,1046,7.33333333333333,6.66666666666667,7,6,2,1,2,1,12,3,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,10000
6000,2000,500,56,150,1,3,4,0,0.166666666666667,0,0,4,18,3,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.2,32,1,1,0,1,30,1,0,TRUE,22,6,10,1047,10,5,6.33333333333333,3,4,0,2,0,9,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
8000,4000,0,140,NA,1,4,6,0,0,0,0,0,0,3.16666666666667,1.14285714285714,4,4,4,3,3.6,3,0,NA,0,0,3.2,0.1,50,0,0,0,1,48,1,1,TRUE,NA,NA,NA,1047,NA,NA,NA,3,4,0,2,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2000,50,50,NA,1,2,6,0,0.5,1,0,3,5,2.66666666666667,2.28571428571429,3,2,3,2,2.4,4,50,NA,0,0,4.2,0.2,54,0,0,0,1,49,1,1,TRUE,NA,NA,NA,1047,NA,NA,NA,4,2,0,1,1,8,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
6000,4000,200,85,NA,1,4,7,0,0,0,0,2,2,2.5,2.28571428571429,2,2,2,1,2,3,70,NA,0,1,4.8,0.1,59,0,0,0,1,19,1,0,TRUE,NA,NA,NA,1047,NA,NA,NA,2,2,0,2,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
2500,1500,0,0,NA,0,0,0,0,1,0,0,2,14,2.5,2.42857142857143,4,4,4,4,3.6,2,100,NA,1,0,3.2,0.1,55,0,0,0,1,60,0,0,TRUE,27,NA,NA,1049,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,6,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2500,1500,0,0,NA,0,0,0,0,3.66666666666667,0,0,2,8,2.66666666666667,2.28571428571429,4,4,4,4,3.4,4,100,NA,1,0,3.4,0,55,0,0,0,1,40,0,0,TRUE,1.5,NA,NA,1049,NA,NA,NA,2,2,0,2,0,10,9,0,9,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
4000,1500,0,56,NA,1,2,3,0,0,0,0,0,0,2.66666666666667,1.28571428571429,3,3,3,3,2.8,3,60,NA,0,0,3.2,0.1,55,0,0,0,1,25,1,0,FALSE,NA,NA,NA,1048,NA,NA,NA,3,2,0,1,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
4000,3000,0,56,0,1,1,2,0,0,0,0,1,0,3.16666666666667,2.42857142857143,4,4,4,4,4,4,100,NA,1,1,3.2,0.1,26,1,1,0,1,35,1,0,FALSE,NA,1,7.33333333333333,1048,7.33333333333333,7.66666666666667,8.33333333333333,2,2,0,1,1,13,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
10000,2000,6000,0,0,0,0,0,0,0.5,2,0,5,13,3,2.14285714285714,3,4,4,5,3.6,4,0,NA,0,1,5,0.2,25,1,1,0,0,42,1,0,TRUE,NA,0.83,12.6666666666667,1050,12.6666666666667,1.33333333333333,1,3,2,1,1,1,10,0,2,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000
6000,2000,0,54,NA,1,2,4,0,0.166666666666667,0,0,2,6,2.5,1.28571428571429,3,3,3,2,2.6,3,100,NA,0,1,3.2,0.2,58,0,0,0,1,35,1,1,FALSE,16,NA,NA,1050,NA,NA,NA,2,3,0,1,0,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
4500,2000,0,54,NA,1,2,4,0,0,0,0,0,0,3.16666666666667,1.85714285714286,3,3,3,2,2.6,3,80,NA,0,0,3.2,0.1,55,0,0,0,1,55,1,1,FALSE,30,NA,NA,1050,NA,NA,NA,3,4,0,2,1,9,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3000,2500,0,56,NA,1,1,8,0,0,0,0,3,18,3.66666666666667,1.71428571428571,2,2,2,3,2.2,3,100,NA,0,1,4.6,0.1,32,1,0,0,1,26,1,1,TRUE,30,NA,NA,1050,NA,NA,NA,4,2,0,2,1,13,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,3000,600,52,NA,1,2,4,0,0,0,0,1,4,4.33333333333333,2.42857142857143,4,4,4,4,3.6,3,100,NA,0,0,4,0,48,0,0,1,0,40,1,1,FALSE,50,NA,NA,1051,NA,NA,NA,6,4,0,2,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
7000,5000,0,52,NA,1,1,4,0,0.333333333333333,0,0,1,2,4.5,2.85714285714286,4,2,2,2,2.4,3,60,NA,0,0,3.8,0,50,0,0,1,0,30,1,1,FALSE,6,NA,NA,1051,NA,NA,NA,6,2,0,2,3,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
40000,20000,15000,52,NA,1,2,5,0,0,0,0,2,10,3.83333333333333,2.28571428571429,2,2,2,2,2,3,50,NA,0,1,4.2,0.1,22,1,0,0,1,65,1,1,FALSE,50,NA,NA,1051,NA,NA,NA,6,2,0,2,3,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000
5000,4000,0,52,NA,1,2,4,0,0,0,0,1,4,4.5,2.57142857142857,4,2,2,2,2.4,3,50,NA,0,1,3.8,0,60,0,0,1,0,35,1,1,FALSE,8,NA,NA,1051,NA,NA,NA,6,2,0,2,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
10000,5000,1000,52,0,1,3,3,0,0,0,0,22,4,4.16666666666667,2.71428571428571,2,3,4,4,3,4,100,NA,0,1,4.6,0.2,22,1,1,1,0,32,1,1,TRUE,8,6,10,1051,10,6.33333333333333,8.33333333333333,4,2,0,2,3,14,0,0,0,0,0,0,2,0,5,6,0,5,1,0,1,0,1,0,0,0,0,0,1,10000
3000,2600,0,26,NA,1,1,3,0,1,0,0,0,0,2.83333333333333,2.28571428571429,4,2,4,4,3,4,100,NA,1,0,3.4,0,47,0,0,0,1,50,1,1,FALSE,10,NA,NA,1052,NA,NA,NA,2,1,0,1,3,10,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3000,0,52,NA,1,2,4,0,0.166666666666667,0,0,0,0,3,0,4,4,4,4,3.4,4,100,NA,1,0,2.8,0.1,58,0,0,0,1,50,1,1,TRUE,10,NA,NA,1052,NA,NA,NA,2,2,0,1,3,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000
7000,6500,0,52,NA,1,2,3,0,0,1,0,0,0,3.55,2.57142857142857,4,4,4,4,4,4,100,NA,0,0,3.4,0.2,26,1,0,0,1,50,1,0,FALSE,25,NA,NA,1054,NA,NA,NA,5,1.3,0,2,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
12000,8000,2000,52,0,1,2,3,0,0,0,0,7,30,4,2.28571428571429,1,4,4,5,3.8,5,150,NA,1,1,3.2,0.2,23,1,1,0,1,45,1,0,TRUE,35,1,6.66666666666667,1054,6.66666666666667,8.33333333333333,7.66666666666667,6,2,0,2,2,12,0,0,0,0,0,0,NA,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,12000
3000,2800,0,52,NA,1,2,4,0,0.166666666666667,0,0,0,0,2.33333333333333,1.85714285714286,4,4,4,4,3.4,4,100,NA,1,1,3.2,0,55,0,0,0,1,60,1,1,FALSE,10,NA,NA,1053,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2800,100,52,NA,1,2,3,0,0.166666666666667,0,0,0,0,3,1.85714285714286,4,2,4,4,3,4,50,NA,1,0,3.4,0,57,0,0,0,1,35,1,1,FALSE,4,NA,NA,1053,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
7000,6000,200,56,0,1,1,3,10,0,0,0,5,11.3,4,2.14285714285714,2,4,5,5,4,5,100,NA,1,1,3.2,0.3,28,1,1,0,1,40,1,0,TRUE,25,1,7,1052,7,7.33333333333333,6,6,2,1,2,1,12,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7000
3000,2600,100,52,NA,1,2,4,0,NA,0,0,0,0,2.33333333333333,2.14285714285714,4,2,4,4,3,4,50,NA,0,0,3.4,0.1,57,0,0,0,1,32,1,1,FALSE,6,NA,NA,1054,NA,NA,NA,2,1,0,1,0,10,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2700,0,52,NA,1,2,4,0,0,0,0,0,0,3,2,4,2,4,4,3,4,100,NA,0,1,3.2,0,55,0,0,0,1,40,1,1,TRUE,6,NA,NA,1054,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2600,2000,0,26,NA,1,1,3,0,1.16666666666667,0,0,0,0,3,2.14285714285714,4,2,4,4,3,4,50,NA,0,0,3.2,0,55,0,0,0,1,80,1,1,TRUE,15,NA,NA,1052,NA,NA,NA,1,1,0,2,4,10,0,0,0,0,0,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
8000,6000,500,84,NA,1,4,4,0,0,0,0,0,0,4.16666666666667,2.14285714285714,4,4,4,2,3.2,3,100,NA,0,1,3.8,0.2,21,1,0,0,1,45,1,0,FALSE,25,NA,NA,1053,NA,NA,NA,5,2,0,3,3,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
3000,2600,100,152,NA,1,2,6,1,0.166666666666667,0,0,0,0,3,2.85714285714286,4,2,4,4,3,4,100,NA,1,0,3.4,0.2,58,0,0,0,1,65,1,1,FALSE,5,NA,NA,1053,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
10000,8000,1500,256,NA,1,4,4,0,0.166666666666667,2,0,2,1,4.05,2.42857142857143,4,2,4,4,3.4,3,100,NA,0,0,2.8,0.2,25,1,0,0,1,80,1,0,FALSE,50,NA,NA,1052,NA,NA,NA,6,1.3,0,2,2,13,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
6000,5000,0,56,0,1,2,3,0,0,0,0,6,24,3.16666666666667,2.42857142857143,4,4,4,5,3.8,4,100,NA,0,1,3.4,0.3,27,1,1,0,1,45,1,0,FALSE,15,1,8.66666666666667,1053,8.66666666666667,7.33333333333333,6,4,2,0,2,1,10,0,0,0,0,0,0,NA,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6000
5000,4000,700,0,NA,0,0,0,0,0.166666666666667,1,4.5,0,0,3.83333333333333,2,4,4,4,4,4,4,80,NA,1,0,3.2,0.3,50,0,0,0,1,50,1,0,TRUE,20,NA,NA,1053,NA,NA,NA,5,2,0,2,2,12,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
12000,9000,0,112,400,1,3,4,0,0.333333333333333,0,0,12,10.45,3.83333333333333,3.14285714285714,4,4,4,4,3.4,4,250,NA,0,1,3.4,0.5,31,1,1,0,1,50,0,0,TRUE,40,5,12.3333333333333,1129,12.3333333333333,7,8.33333333333333,6,3,0,3,3,8,0,2,0,0,0,0,3,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0,1,12000
10000,8000,0,112,NA,1,3,5,0,0,0,0,1,2,4,3,4,4,4,2,3.2,3,50,NA,0,0,3.4,0.2,55,0,0,0,1,62,0,0,TRUE,15,NA,NA,1129,NA,NA,NA,6,2,0,2,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
3000,2600,0,52,200,1,2,5,0,0.166666666666667,0,0,8,20,2.66666666666667,2,4,4,4,4,3.4,4,100,NA,0,0,3.2,0.3,59,0,1,0,1,70,0,0,FALSE,10,3,9,1128,9,4,3.66666666666667,2,1,0,1,2,10,0,0,0,0,0,1,NA,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3000
10000,7000,0,56,0,1,1,3,0,0,0,0,8,4.4,4.16666666666667,2.57142857142857,2,4,4,4,3,4,200,NA,0,1,3.6,0.2,22,1,1,0,1,60,0,0,FALSE,25,3,12.6666666666667,1129,12.6666666666667,9,7.66666666666667,8,2,0,2,3,10,0,0,0,0,0,0,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,NA
6000,5000,300,56,NA,1,2,5,0,0,0,0,0,0,4.16666666666667,2.42857142857143,2,4,4,2,2.8,3,100,NA,0,1,3.6,0.2,60,0,0,0,1,38,0,0,TRUE,10,NA,NA,1129,NA,NA,NA,6,2,0,2,3,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000
10000,8000,0,0,0,0,0,0,0,0,2,0,6,24,4.33333333333333,2.28571428571429,4,4,4,4,4,4,80,NA,0,0,3.2,0.2,30,1,1,0,1,55,0,1,FALSE,25,2,6.66666666666667,1128,6.66666666666667,6.66666666666667,6,7,2,0,2,1,14,0,0,0,0,0,0,NA,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,10000
3000,2800,0,52,NA,1,2,5,0,0.166666666666667,0,0,0,0,3,0,4,2,4,4,3,4,0,NA,0,0,3.6,0,47,0,0,0,1,60,0,0,FALSE,10,NA,NA,1128,NA,NA,NA,2,1,0,2,3,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
15000,10000,0,84,NA,1,2,6,0,0,0,0,3,9,3.66666666666667,3.42857142857143,4,4,4,2,3.2,3,50,NA,0,0,3.6,0,27,1,0,1,0,40,0,0,FALSE,30,NA,NA,1129,NA,NA,NA,4,2,0,2,2,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
10000,8000,0,0,0,0,0,0,0,0.5,1,1,6,21,4,2.14285714285714,2,4,4,4,3.6,4,150,NA,1,1,3.4,0.2,26,1,1,0,1,35,0,1,FALSE,25,1,6.66666666666667,1128,6.66666666666667,7,6,6,2,0,2,2,12,3,0,0,0,0,0,NA,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,10000
3000,2600,0,52,NA,1,2,4,0,0.166666666666667,0,0,0,0,2.83333333333333,0,4,2,4,4,3,4,150,NA,1,0,3.2,0,50,0,0,0,1,65,0,0,TRUE,10,NA,NA,1128,NA,NA,NA,2,1,0,1,3,10,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,4000,0,52,0,1,1,2,0,0,0,0,3,14,3.33333333333333,0,2,4,4,4,3.6,4,50,NA,1,0,3.2,0.2,27,1,1,0,1,50,0,1,FALSE,35,1,7.33333333333333,1128,7.33333333333333,7.66666666666667,7.66666666666667,4,1,0,1,1,13,0,0,0,0,0,0,NA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5000
6000,3000,0,84,0,1,2,3,0,0,0,0,11,30,3.33333333333333,1.42857142857143,4,3,4,5,3.4,5,0,NA,0,1,3.2,0.2,24,1,1,0,1,70,0,0,TRUE,7,1,13,1056,13,0,0,5,2,0,1,3,9,0,0,0,0,0,0,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,6000
3000,2500,100,0,NA,0,0,0,0,0.833333333333333,0.5,0,0,0,2.33333333333333,2.14285714285714,4,4,4,4,3.4,4,100,NA,1,0,3.4,0,52,0,0,0,1,40,1,1,FALSE,5,NA,NA,1056,NA,NA,NA,2,2,0,1,0,9,0,2,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,0,NA,0,0,0,0,0.666666666666667,0,0,0,0,2.33333333333333,1.85714285714286,4,4,4,3,3.2,4,100,NA,0,0,3.2,0,49,0,0,0,1,30,1,1,FALSE,7,NA,NA,1056,NA,NA,NA,2,1,0,2,0,9,0,2,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2800,0,0,NA,0,0,0,0,1.5,0,0,0,0,2.33333333333333,2.28571428571429,4,4,4,4,3.4,4,100,NA,1,0,3.2,0,30,1,0,0,1,50,1,0,FALSE,10,NA,NA,1055,NA,NA,NA,2,0,0,2,0,10,0,3,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,100,54,NA,1,2,4,0,0.666666666666667,0,0,0,0,2.33333333333333,2,4,4,4,4,3.4,4,100,NA,0,0,3.2,0,47,0,0,0,1,35,1,1,FALSE,4,NA,NA,1056,NA,NA,NA,2,1,0,2,0,9,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3000,0,0,NA,0,0,0,0,0.833333333333333,0,0,1,1,3.16666666666667,1.85714285714286,3,2,4,2,2.6,3,50,NA,0,0,3,0.1,33,1,0,0,1,55,0,0,FALSE,29,NA,NA,1056,NA,NA,NA,4,2,0,1,2,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5000,2000,100,0,0,0,0,0,0,0,0,0,8,3,3.16666666666667,1.42857142857143,4,4,5,5,3.8,5,0,4,1,1,3.4,0,30,1,1,1,0,49,1,0,FALSE,8,1,13,1056,13,1.33333333333333,1.33333333333333,4,2,0,1,2,10,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,5000
4500,3500,0,0,200,0,0,0,0,0.5,0,0,10,23,2.83333333333333,1.28571428571429,3,2,2,4,2.4,5,200,NA,1,0,3.2,0.4,32,1,1,0,1,45,1,0,TRUE,10,3,11.6666666666667,1055,11.6666666666667,4.33333333333333,3.66666666666667,1,2,0,2,0,12,0,3,0,0,0,0,2,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,4500
5000,3000,5000,0,NA,0,0,0,0,1.5,0,0,3,3,3,1.85714285714286,5,5,5,4,4.2,5,0,NA,1,1,3.4,0.4,59,0,0,0,1,40,1,0,TRUE,5,NA,NA,1055,NA,NA,NA,4,2,0,1,2,9,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2500,0,48,NA,1,2,4,0,1,0,0,0,0,3.16666666666667,2.42857142857143,4,4,4,4,3.4,2,120,NA,1,0,3.4,0.1,60,0,0,0,1,45,1,1,TRUE,NA,NA,NA,1058,NA,NA,NA,3,2,0,1,3,10,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
2500,2000,0,54,NA,1,2,4,0,1.16666666666667,0,0,0,0,2.5,0,4,4,4,4,3.4,2,100,NA,1,0,3.2,0,58,0,0,0,1,45,1,1,FALSE,NA,NA,NA,1057,NA,NA,NA,2,1,0,2,0,10,0,0,0,0,0,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
5000,4000,0,136,NA,1,2,4,0,0,0,0,0,0,3.16666666666667,0,4,2,4,2,2.6,3,150,NA,0,1,3.2,0.2,28,1,0,0,1,35,1,0,TRUE,NA,NA,NA,1057,NA,NA,NA,2,3,0,1,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,56,0,1,2,2,0,0,0,0,7,38.3,3.83333333333333,0,2,4,4,5,3.4,4,300,NA,0,1,3.6,0.5,25,1,1,0,1,52,1,0,TRUE,NA,5,13.3333333333333,1058,13.3333333333333,5,4,3,2,0,2,3,13,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3000,2500,0,0,0,0,0,0,0,0,0,0,1,5,2.5,0,2,4,4,5,3.2,4,200,NA,0,0,3.2,0.2,29,1,1,0,1,45,1,0,FALSE,NA,5,8,1058,8,6,7,2,1,0,1,1,10,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,54,NA,1,2,5,0,1.33333333333333,0,0,0,0,3.16666666666667,0,4,4,4,4,3.4,2,80,NA,0,0,4,0,49,0,0,0,1,35,1,1,FALSE,NA,NA,NA,1057,NA,NA,NA,2,2,0,1,2,12,0,0,0,0,0,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
3000,2500,0,84,NA,1,2,5,0,0,0,0,0,0,3.33333333333333,2,4,4,3,3,3,3,30,NA,0,0,3,0,55,0,0,0,1,40,0,0,FALSE,25,NA,NA,1059,NA,NA,NA,4,2,0,1,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
5000,4000,0,56,NA,1,2,5,0,0,0,0,0,0,3.5,0,3,4,4,3,3.2,3,50,NA,0,1,3,0.1,50,0,0,0,1,60,0,0,FALSE,35,NA,NA,1059,NA,NA,NA,4,2,0,2,1,12,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
3000,2600,100,54,NA,1,1,4,0,1,1,0,0,0,2.33333333333333,2,4,5,5,4,4,5,100,NA,0,1,3.8,0,23,1,0,0,1,30,0,0,TRUE,5,NA,NA,1059,NA,NA,NA,2,1,0,2,0,9,0,0,0,0,0,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
4000,3000,0,0,NA,0,0,0,0,1.16666666666667,0,0,1,1,3.16666666666667,2.14285714285714,3,2,2,2,2,3,50,NA,0,1,4.6,0.1,47,0,0,0,1,25,0,0,FALSE,20,NA,NA,1059,NA,NA,NA,2,2,0,1,2,12,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
